detectiontime,strat,broodyear
5/13/23,DSR,2021
5/20/23,DSR,2021
5/16/23,DSR,2021
5/19/23,DSR,2021
5/21/23,DSR,2021
5/20/23,DSR,2021
5/28/23,DSR,2021
5/18/23,DSR,2021
5/18/23,DSR,2021
5/15/23,DSR,2021
5/16/23,DSR,2021
5/23/23,DSR,2021
5/16/23,DSR,2021
5/19/23,DSR,2021
5/15/23,DSR,2021
5/16/23,DSR,2021
5/12/23,DSR,2021
5/17/23,DSR,2021
5/14/23,DSR,2021
5/16/23,DSR,2021
5/13/23,DSR,2021
5/16/23,DSR,2021
5/13/23,DSR,2021
5/15/23,DSR,2021
5/13/23,DSR,2021
5/14/23,DSR,2021
5/9/23,DSR,2021
5/6/23,DSR,2021
5/23/23,NRR,2021
5/30/23,NRR,2021
5/26/23,NRR,2021
5/28/23,NRR,2021
5/14/23,NRR,2021
6/3/23,NRR,2021
5/31/23,NRR,2021
5/29/23,NRR,2021
5/28/23,NRR,2021
5/28/23,NRR,2021
5/24/23,NRR,2021
5/24/23,NRR,2021
